기관 명,송신 서버 번호,데이터 번호,모델명,시리얼,서버타입,사이트명,방문자수,날짜,등록일자,시장
서울시,32,1,SDOT001,3009,00Original,3009,105,2.02005E+11,2020-05-18 0:02,암사종합시장
서울시,32,1,SDOT001,3010,00Original,3010,98,2.02005E+11,2020-05-18 0:04,암사종합시장
서울시,32,1,SDOT001,3011,00Original,3011,203,2.02005E+11,2020-05-18 0:07,중곡제일골목시장
서울시,32,1,SDOT001,3012,00Original,3012,70,2.02005E+11,2020-05-18 0:09,자양종합시장
서울시,32,1,SDOT001,3013,00Original,3013,89,2.02005E+11,2020-05-18 0:11,성대골목시장
서울시,32,1,SDOT001,3014,00Original,3014,127,2.02005E+11,2020-05-18 0:14,성대골목시장
서울시,32,1,SDOT001,3015,00Original,3015,58,2.02005E+11,2020-05-18 0:17,성대골목시장
서울시,32,1,SDOT001,3016,00Original,3016,56,2.02005E+11,2020-05-18 0:20,남성시장
서울시,32,1,SDOT001,3017,00Original,3017,00000000-1,2.02005E+11,2020-05-18 0:23,남성시장
서울시,32,1,SDOT001,3018,00Original,3018,90,2.02005E+11,2020-05-18 0:25,수유재래시장
서울시,32,1,SDOT001,3019,00Original,3019,97,2.02005E+11,2020-05-18 0:27,수유재래시장
서울시,32,1,SDOT001,3020,00Original,3020,344,2.02005E+11,2020-05-18 0:30,수유재래시장
서울시,32,1,SDOT001,3021,00Original,3021,182,2.02005E+11,2020-05-18 0:32,창동신창시장
서울시,32,1,SDOT001,3022,00Original,3022,115,2.02005E+11,2020-05-18 0:37,창동신창시장
서울시,32,1,SDOT001,3023,00Original,3023,79,2.02005E+11,2020-05-18 0:39,창동신창시장
서울시,32,1,SDOT001,3028,00Original,3028,00000000-1,2.02005E+11,2020-05-18 0:49,망원시장
서울시,32,1,SDOT001,3029,00Original,3029,102,2.02005E+11,2020-05-18 0:51,영진시장
서울시,32,1,SDOT001,3030,00Original,3030,94,2.02005E+11,2020-05-18 0:54,망원시장
서울시,32,1,SDOT001,3031,00Original,3031,132,2.02005E+11,2020-05-18 0:56,신원시장
서울시,32,1,SDOT001,3032,00Original,3032,66,2.02005E+11,2020-05-18 0:59,신원시장
서울시,32,1,SDOT001,3033,00Original,3033,70,2.02005E+11,2020-05-18 1:01,새마을시장
서울시,32,1,SDOT001,3034,00Original,3034,450,2.02005E+11,2020-05-18 1:03,새마을시장
서울시,32,1,SDOT001,3036,00Original,3036,407,2.02005E+11,2020-05-18 1:10,신영시장
서울시,32,1,SDOT001,3037,00Original,3037,00000000-1,2.02005E+11,2020-05-18 1:11,신영시장
서울시,32,1,SDOT001,3038,00Original,3038,85,2.02005E+11,2020-05-18 1:13,신영시장
서울시,32,1,SDOT001,3039,00Original,3039,115,2.02005E+11,2020-05-18 1:15,목3동시장
서울시,32,1,SDOT001,3040,00Original,3040,73,2.02005E+11,2020-05-18 1:18,창동골목시장
서울시,32,1,SDOT001,3041,00Original,3041,90,2.02005E+11,2020-05-18 1:20,창동골목시장
서울시,32,1,SDOT001,2992,00Original,2992,67,2.02005E+11,2020-05-18 1:35,구로시장
서울시,32,1,SDOT001,2993,00Original,2993,72,2.02005E+11,2020-05-18 1:37,구로시장
서울시,32,1,SDOT001,2994,00Original,2994,61,2.02005E+11,2020-05-18 1:40,구로시장
서울시,32,1,SDOT001,2995,00Original,2995,63,2.02005E+11,2020-05-18 1:42,고척근린시장
