기관 명,송신 서버 번호,데이터 번호,모델명,시리얼,서버타입,사이트명,방문자수,날짜,등록일자,시장
서울시,32,1,SDOT001,2992,00Original,2992,109,2.02006E+11,2020-06-29 0:01,구로시장
서울시,32,1,SDOT001,2993,00Original,2993,91,2.02006E+11,2020-06-29 0:01,구로시장
서울시,32,1,SDOT001,2994,00Original,2994,124,2.02006E+11,2020-06-29 0:01,구로시장
서울시,32,1,SDOT001,2995,00Original,2995,64,2.02006E+11,2020-06-29 0:01,고척근린시장
서울시,32,1,SDOT001,2996,00Original,2996,71,2.02006E+11,2020-06-29 0:01,고척근린시장
서울시,32,1,SDOT001,2997,00Original,2997,67,2.02006E+11,2020-06-29 0:01,화곡중앙골목시장
서울시,32,1,SDOT001,2998,00Original,2998,99,2.02006E+11,2020-06-29 0:01,화곡중앙골목시장
서울시,32,1,SDOT001,2999,00Original,2999,45,2.02006E+11,2020-06-29 0:01,도곡시장
서울시,32,1,SDOT001,3000,00Original,3000,85,2.02006E+11,2020-06-29 0:01,영동전통시장
서울시,32,1,SDOT001,3001,00Original,3001,35,2.02006E+11,2020-06-29 0:01,개포2동 중심상가
서울시,32,1,SDOT001,3002,00Original,3002,69,2.02006E+11,2020-06-29 0:01,개포2동 중심상가
서울시,32,1,SDOT001,3003,00Original,3003,59,2.02006E+11,2020-06-29 0:01,제일종합시장
서울시,32,1,SDOT001,3004,00Original,3004,71,2.02006E+11,2020-06-29 0:02,제일종합시장
서울시,32,1,SDOT001,3005,00Original,3005,98,2.02006E+11,2020-06-29 0:02,상계중앙시장
서울시,32,1,SDOT001,3006,00Original,3006,117,2.02006E+11,2020-06-29 0:02,공릉동 도깨비시장
서울시,32,1,SDOT001,3007,00Original,3007,76,2.02006E+11,2020-06-29 0:02,공릉동 도깨비시장
서울시,32,1,SDOT001,3008,00Original,3008,126,2.02006E+11,2020-06-29 0:02,암사종합시장
서울시,32,1,SDOT001,3009,00Original,3009,76,2.02006E+11,2020-06-29 0:02,암사종합시장
서울시,32,1,SDOT001,3010,00Original,3010,81,2.02006E+11,2020-06-29 0:02,암사종합시장
서울시,32,1,SDOT001,3011,00Original,3011,126,2.02006E+11,2020-06-29 0:02,중곡제일골목시장
서울시,32,1,SDOT001,3012,00Original,3012,51,2.02006E+11,2020-06-29 0:02,자양종합시장
서울시,32,1,SDOT001,3013,00Original,3013,55,2.02006E+11,2020-06-29 0:02,성대골목시장
서울시,32,1,SDOT001,3014,00Original,3014,93,2.02006E+11,2020-06-29 0:02,성대골목시장
서울시,32,1,SDOT001,3015,00Original,3015,63,2.02006E+11,2020-06-29 0:02,성대골목시장
서울시,32,1,SDOT001,3016,00Original,3016,58,2.02006E+11,2020-06-29 0:02,남성시장
서울시,32,1,SDOT001,3017,00Original,3017,163,2.02006E+11,2020-06-29 0:02,남성시장
서울시,32,1,SDOT001,3018,00Original,3018,47,2.02006E+11,2020-06-29 0:03,수유재래시장
서울시,32,1,SDOT001,3019,00Original,3019,97,2.02006E+11,2020-06-29 0:03,수유재래시장
서울시,32,1,SDOT001,3020,00Original,3020,340,2.02006E+11,2020-06-29 0:03,수유재래시장
서울시,32,1,SDOT001,3021,00Original,3021,72,2.02006E+11,2020-06-29 0:03,창동신창시장
서울시,32,1,SDOT001,3022,00Original,3022,101,2.02006E+11,2020-06-29 0:03,창동신창시장
서울시,32,1,SDOT001,3023,00Original,3023,76,2.02006E+11,2020-06-29 0:03,창동신창시장
서울시,32,1,SDOT001,3024,00Original,3024,65,2.02006E+11,2020-06-29 0:03,#N/A
서울시,32,1,SDOT001,3025,00Original,3025,94,2.02006E+11,2020-06-29 0:03,#N/A
서울시,32,1,SDOT001,3026,00Original,3026,119,2.02006E+11,2020-06-29 0:03,#N/A
서울시,32,1,SDOT001,3027,00Original,3027,93,2.02006E+11,2020-06-29 0:03,#N/A
서울시,32,1,SDOT001,3028,00Original,3028,95,2.02006E+11,2020-06-29 0:03,망원시장
서울시,32,1,SDOT001,3029,00Original,3029,50,2.02006E+11,2020-06-29 0:03,영진시장
서울시,32,1,SDOT001,3030,00Original,3030,102,2.02006E+11,2020-06-29 0:03,망원시장
서울시,32,1,SDOT001,3031,00Original,3031,125,2.02006E+11,2020-06-29 0:03,신원시장
서울시,32,1,SDOT001,3032,00Original,3032,60,2.02006E+11,2020-06-29 0:03,신원시장
서울시,32,1,SDOT001,3033,00Original,3033,51,2.02006E+11,2020-06-29 0:03,새마을시장
서울시,32,1,SDOT001,3034,00Original,3034,416,2.02006E+11,2020-06-29 0:04,새마을시장
서울시,32,1,SDOT001,3035,00Original,3035,186,2.02006E+11,2020-06-29 0:04,#N/A
서울시,32,1,SDOT001,3036,00Original,3036,202,2.02006E+11,2020-06-29 0:04,신영시장
서울시,32,1,SDOT001,3037,00Original,3037,38,2.02006E+11,2020-06-29 0:04,신영시장
서울시,32,1,SDOT001,3038,00Original,3038,110,2.02006E+11,2020-06-29 0:04,신영시장
서울시,32,1,SDOT001,3039,00Original,3039,64,2.02006E+11,2020-06-29 0:04,목3동시장
서울시,32,1,SDOT001,3040,00Original,3040,66,2.02006E+11,2020-06-29 0:04,창동골목시장
서울시,32,1,SDOT001,3041,00Original,3041,89,2.02006E+11,2020-06-29 0:04,창동골목시장
서울시,32,1,SDOT001,2992,00Original,2992,00000000-2,2.02006E+11,2020-06-29 0:14,구로시장
서울시,32,1,SDOT001,2993,00Original,2993,00000000-2,2.02006E+11,2020-06-29 0:14,구로시장
서울시,32,1,SDOT001,2994,00Original,2994,00000000-2,2.02006E+11,2020-06-29 0:14,구로시장
서울시,32,1,SDOT001,2995,00Original,2995,00000000-2,2.02006E+11,2020-06-29 0:14,고척근린시장
서울시,32,1,SDOT001,2996,00Original,2996,00000000-2,2.02006E+11,2020-06-29 0:14,고척근린시장
서울시,32,1,SDOT001,2997,00Original,2997,00000000-2,2.02006E+11,2020-06-29 0:14,화곡중앙골목시장
서울시,32,1,SDOT001,2998,00Original,2998,00000000-2,2.02006E+11,2020-06-29 0:14,화곡중앙골목시장
서울시,32,1,SDOT001,2999,00Original,2999,00000000-2,2.02006E+11,2020-06-29 0:15,도곡시장
서울시,32,1,SDOT001,3002,00Original,3002,68,2.02006E+11,2020-06-29 0:26,개포2동 중심상가
서울시,32,1,SDOT001,3003,00Original,3003,70,2.02006E+11,2020-06-29 0:26,제일종합시장
서울시,32,1,SDOT001,3004,00Original,3004,91,2.02006E+11,2020-06-29 0:26,제일종합시장
서울시,32,1,SDOT001,3005,00Original,3005,88,2.02006E+11,2020-06-29 0:26,상계중앙시장
서울시,32,1,SDOT001,3006,00Original,3006,126,2.02006E+11,2020-06-29 0:26,공릉동 도깨비시장
서울시,32,1,SDOT001,3007,00Original,3007,84,2.02006E+11,2020-06-29 0:26,공릉동 도깨비시장
서울시,32,1,SDOT001,3008,00Original,3008,143,2.02006E+11,2020-06-29 0:26,암사종합시장
서울시,32,1,SDOT001,3009,00Original,3009,60,2.02006E+11,2020-06-29 0:26,암사종합시장
서울시,32,1,SDOT001,3010,00Original,3010,84,2.02006E+11,2020-06-29 0:27,암사종합시장
서울시,32,1,SDOT001,3011,00Original,3011,124,2.02006E+11,2020-06-29 0:27,중곡제일골목시장
서울시,32,1,SDOT001,3012,00Original,3012,36,2.02006E+11,2020-06-29 0:27,자양종합시장
서울시,32,1,SDOT001,3013,00Original,3013,70,2.02006E+11,2020-06-29 0:27,성대골목시장
서울시,32,1,SDOT001,3014,00Original,3014,79,2.02006E+11,2020-06-29 0:27,성대골목시장
서울시,32,1,SDOT001,3015,00Original,3015,66,2.02006E+11,2020-06-29 0:27,성대골목시장
